pathogen,deepseek,deepseek,deepseek,glm,glm,glm,gpt,gpt,gpt,kimi,kimi,kimi,oss,oss,oss
,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall
Ebola,0.8027567462628615,0.8199097774849207,0.7979230587679962,0.8543397777066566,0.8532559091052151,0.8569633940781731,0.8532995171438327,0.855886524822695,0.8705459037082786,0.8697134507671077,0.8628335544744213,0.8950950908098505,0.9085080919129171,0.8621321066696752,0.9716941166745883
Lassa,0.7559800664451828,0.7804054054054055,0.7514349489795918,0.8285714285714285,0.8321611253196931,0.8262166405023548,0.802801724137931,0.816010854816825,0.8255521386636846,0.8253968253968254,0.8263736263736263,0.8452596228364764,0.8772752967778406,0.8324931085007574,0.9414130757311002
MERS,0.7670626601444211,0.7819928362097037,0.7589712918660287,0.8367387620851191,0.8437203630944317,0.8313740856844305,0.8318968587506232,0.8302701197438039,0.8546650717703349,0.8484692564960123,0.8389703643560338,0.8734624846248462,0.8823031620100632,0.828065024113382,0.9601917423294947
Marburg,0.620583717357911,0.7254901960784313,0.6095238095238095,0.7916666666666666,0.8758169934640523,0.7555555555555555,0.7918864097363083,0.7990033222591362,0.7857142857142857,0.8027715114405414,0.8108465608465609,0.7955974842767295,0.7988769483977152,0.7745767534499929,0.8282312925170068
Nipah,0.7691654879773692,0.8341828066598709,0.7459364841210303,0.7979714912280702,0.8298829882988299,0.7809864554050601,0.8861676213048917,0.894489247311828,0.8791989664082687,0.9157237152286657,0.9218077474892397,0.9102325581395349,0.8961616664591892,0.8919469259064634,0.90048323769254
SARS,0.7506199721768584,0.7555555555555555,0.7472750014890702,0.7953369763205829,0.7930184569528832,0.8063646170442287,0.7670398942592428,0.7792424242424243,0.7998860986060639,0.7850271937657278,0.7847876899104012,0.825576734657522,0.8552572654206048,0.7959536555820406,0.9538984777657917
Zika,0.7326285574264011,0.7811370676303562,0.7245560681425736,0.7738100408907862,0.7861932023312187,0.7671770427078819,0.7838131872401601,0.7862508735150244,0.8049293972596366,0.7960895470584832,0.7894815478858509,0.8125,0.8488557843206146,0.8054491734871769,0.9136619931983969
Overall,0.742685315398715,0.7826676635748919,0.733660094698586,0.8112050204956158,0.8305784340809034,0.8035196844253835,0.8167007446532841,0.8230219095302481,0.8314988374472219,0.8347416428790521,0.8335858701908763,0.85110342504928,0.8667483164712779,0.8272309639584984,0.9242248479869882
