pathogen,deepseek,deepseek,deepseek,glm,glm,glm,gpt,gpt,gpt,kimi,kimi,kimi,oss,oss,oss
,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall
Ebola,0.642129715821151,0.8028149197868215,0.6051019813811245,0.774637127578304,0.8826493733694505,0.72190581934943,0.6801520960530744,0.7621904620805723,0.6447281329997006,0.787964200068141,0.7860964446070828,0.7898679386303047,0.7463732686537659,0.7430211585471924,0.7498692395537259
Lassa,0.6315550427182559,0.8442041135703107,0.6020092095673492,0.7283310916587656,0.8799438990182329,0.6798088410991636,0.664087706773367,0.7825473383351197,0.6309961571589479,0.7974696356275304,0.8387325411715656,0.7691479493805076,0.7533588068531986,0.8248009950248756,0.7162757569734314
MERS,0.651655072038309,0.8580795588484513,0.6029933029406159,0.729304842471969,0.8879587298447932,0.6682148460304564,0.669137022397892,0.869276408683374,0.6163069124080716,0.8118097550291596,0.8596418047829655,0.7765269745138146,0.7777367284121068,0.8323712121212121,0.7402846633615865
Marburg,0.578690398936992,0.967964824120603,0.5526315789473684,0.6627327469735065,0.8782601781170484,0.6120216649005062,0.620758954959215,0.969735182849937,0.5789473684210527,0.6928332873732267,0.7851184369005666,0.6505121865065349,0.6887114533083023,0.8011498810467883,0.643082538561168
Nipah,0.527802091491224,0.808602999210734,0.5388740446156715,0.6470523314632576,0.8973565441650548,0.6148884608214752,0.5940035758492641,0.9218967921896792,0.5789473684210527,0.7186039719626168,0.8533985671850428,0.6759460635058722,0.6968922557386026,0.8423489278752436,0.6571490710246691
SARS,0.6593487999234054,0.8209049940218891,0.6189024390243902,0.7813498488080247,0.8883994639631766,0.7287313253590815,0.6533853169492115,0.7653516251368067,0.6185545204781573,0.7933036814495782,0.8035757652293016,0.7839864054378248,0.7723879449981674,0.7843116939502481,0.7618316309839701
Zika,0.6550077321717369,0.731963249516441,0.6289641318228323,0.7150627312872295,0.760217933327177,0.6896046436170451,0.6428596131968145,0.6961588799634979,0.6220003435219966,0.7852386536626581,0.7785935453222717,0.7925545341169618,0.7463511435646779,0.7318518460649053,0.7659532362012441
Overall,0.620884121871582,0.8335049512964644,0.5927823840427645,0.719781531463008,0.8678265888292761,0.6735965144538796,0.6463406123112626,0.8238795270341411,0.6129258290584255,0.7696033121675586,0.8150224435998281,0.7483631502988315,0.7402588002184031,0.7942651020900665,0.7192065909513994
