pathogen,field,precision,recall,f1,model
Ebola,Article Flagging,1.0,1.0,1.0,oss
Ebola,Model Counts,0.5,1.0,0.6666666666666666,oss
Ebola,model_type,0.8888888888888888,0.8888888888888888,0.8888888888888888,oss
Ebola,stoch_deter,0.7532467532467533,0.8529411764705882,0.7999999999999999,oss
Ebola,theoretical_model,0.8765432098765432,0.8765432098765432,0.8765432098765432,oss
Ebola,assumptions,0.27044025157232704,0.46236559139784944,0.3412698412698413,oss
Ebola,interventions_type,0.4782608695652174,0.6875,0.5641025641025642,oss
Ebola,transmission_route,0.12631578947368421,0.15,0.13714285714285718,oss
